Date,MSFT,KLM,ING,MOS
2008-10-21,18.51,0.05,9.73,31.14
2008-10-22,17.55,0.04,8.7,28.68
2008-10-23,16.42,0.04,8.23,27.64
2008-10-24,16.04,0.04,6.78,20.1
2008-10-27,16.51,0.04,6.63,22.8
2008-10-28,16.49,0.04,5.81,23.72
2008-10-29,17.62,0.04,6.38,25.05
2008-10-30,18.05,0.04,7.15,29.27
2008-10-31,17.16,0.04,6.83,30.0
2008-11-03,17.13,0.04,7.63,32.66
2008-11-04,17.62,0.04,8.65,32.43
2008-11-05,17.77,0.04,9.04,33.98
2008-11-06,16.66,0.04,8.59,30.46
2008-11-07,16.24,0.04,8.0,28.9
2008-11-10,16.65,0.04,8.76,32.29
2008-11-11,16.22,0.04,8.24,28.8
2008-11-12,15.91,0.05,7.65,27.48
2008-11-13,15.35,0.04,7.32,25.23
2008-11-14,15.66,0.04,7.86,26.74
2008-11-17,15.04,0.04,7.25,26.25
2008-11-18,14.96,0.04,7.03,26.41
2008-11-19,15.06,0.04,6.4,25.42
2008-11-20,13.9,0.03,5.65,22.57
2008-11-21,13.82,0.03,5.57,19.91
2008-11-24,15.25,0.03,5.58,22.42
2008-11-25,16.0,0.03,6.3,23.19
2008-11-26,15.13,0.03,5.94,21.72
2008-11-28,15.52,0.03,6.51,24.5
2008-12-01,15.25,0.03,6.1,23.77
2008-12-02,14.56,0.03,5.73,19.55
2008-12-03,14.3,0.05,5.8,21.39
2008-12-04,14.88,0.05,6.28,21.79
2008-12-05,14.5,0.04,5.98,21.03
2008-12-08,15.61,0.03,6.56,23.96
2008-12-09,15.81,0.03,7.05,24.2
2008-12-10,15.97,0.03,7.37,27.0
2008-12-11,15.42,0.03,7.8,27.03
2008-12-12,14.69,0.04,7.25,23.86
2008-12-15,14.83,0.04,7.65,26.96
2008-12-16,14.73,0.03,7.37,27.68
2008-12-17,15.19,0.04,7.78,29.21
2008-12-18,15.23,0.04,8.15,31.33
2008-12-19,14.89,0.03,7.77,27.82
2008-12-22,14.76,0.04,7.78,28.13
2008-12-23,14.79,0.03,7.87,25.93
2008-12-24,14.77,0.03,7.65,26.22
2008-12-26,14.73,0.03,7.51,25.81
2008-12-29,14.69,0.04,7.93,27.69
2008-12-30,14.58,0.04,7.84,27.98
2008-12-31,14.81,0.05,8.25,28.08
2009-01-02,14.98,0.05,8.13,28.95
2009-01-05,15.49,0.06,8.21,30.34
2009-01-06,15.91,0.06,8.37,30.63
2009-01-07,15.49,0.06,8.75,32.17
2009-01-08,15.06,0.06,8.54,30.98
2009-01-09,15.47,0.07,9.01,33.22
2009-01-12,15.12,0.07,9.0,31.57
2009-01-13,14.97,0.08,8.27,28.07
2009-01-14,14.98,0.08,7.9,27.98
2009-01-15,14.63,0.08,7.26,27.2
2009-01-16,15.06,0.08,7.37,29.64
2009-01-20,14.93,0.09,5.89,28.63
2009-01-21,14.47,0.08,5.45,27.1
2009-01-22,13.84,0.08,5.56,26.72
2009-01-23,13.02,0.07,5.12,26.68
2009-01-26,13.26,0.07,7.08,29.34
2009-01-27,13.64,0.07,6.68,30.55
2009-01-28,13.65,0.07,7.11,30.86
2009-01-29,13.64,0.06,6.73,30.37
2009-01-30,13.61,0.06,6.71,30.1
2009-02-02,13.06,0.07,6.1,28.52
2009-02-03,13.69,0.06,6.5,29.5
2009-02-04,14.22,0.05,6.75,30.52
2009-02-05,14.2,0.05,6.33,31.79
2009-02-06,14.7,0.06,6.81,35.23
2009-02-09,15.06,0.04,7.03,37.73
2009-02-10,14.76,0.04,6.73,37.44
2009-02-11,14.53,0.04,6.34,37.49
2009-02-12,14.55,0.04,6.02,33.78
2009-02-13,14.78,0.04,5.94,35.45
2009-02-17,14.28,0.04,5.25,33.37
2009-02-18,14.07,0.04,4.97,33.27
2009-02-19,14.13,0.04,4.86,34.76
2009-02-20,13.72,0.05,3.88,33.0
2009-02-23,13.92,0.04,4.1,35.95
2009-02-24,13.15,0.04,3.24,30.08
2009-02-25,13.14,0.05,3.74,33.74
2009-02-26,13.17,0.04,4.14,33.04
2009-02-27,12.58,0.04,3.54,31.72
2009-03-02,12.32,0.04,3.36,33.89
2009-03-03,12.38,0.04,3.16,31.81
2009-03-04,12.45,0.04,3.1,34.83
2009-03-05,12.25,0.04,2.72,33.42
2009-03-06,11.85,0.04,2.49,33.78
2009-03-09,11.74,0.04,2.43,31.56
2009-03-10,11.87,0.04,2.85,34.94
2009-03-11,12.84,0.04,3.09,37.06
2009-03-12,13.14,0.04,2.94,36.71
2009-03-13,13.11,0.04,3.41,36.19
2009-03-16,12.99,0.04,3.53,34.97
2009-03-17,12.6,0.04,3.52,34.07
2009-03-18,13.15,0.04,3.69,34.22
2009-03-19,13.41,0.04,4.47,36.26
2009-03-20,13.37,0.04,4.46,36.18
2009-03-23,13.41,0.04,5.43,35.63
2009-03-24,13.93,0.04,5.1,35.83
2009-03-25,13.88,0.04,5.17,37.98
2009-03-26,14.03,0.04,5.22,38.0
2009-03-27,14.32,0.04,4.75,39.35
2009-03-30,13.7,0.04,4.26,37.08
2009-03-31,13.77,0.04,4.28,36.03
2009-04-01,14.08,0.04,4.36,33.99
2009-04-02,15.06,0.04,5.24,37.61
2009-04-03,14.77,0.05,5.74,35.37
2009-04-06,14.32,0.05,5.54,36.45
2009-04-07,14.49,0.05,5.16,36.16
2009-04-08,14.65,0.05,5.41,33.78
2009-04-09,15.02,0.06,6.31,37.85
2009-04-13,15.21,0.06,6.64,35.93
2009-04-14,15.01,0.06,6.88,36.08
2009-04-15,14.83,0.06,6.78,36.35
2009-04-16,14.8,0.06,7.07,36.85
2009-04-17,15.21,0.06,6.79,36.0
2009-04-20,14.59,0.06,6.16,34.09
2009-04-21,14.36,0.05,5.76,31.73
2009-04-22,14.49,0.05,6.23,31.47
2009-04-23,14.61,0.05,6.49,31.72
2009-04-24,15.31,0.05,6.48,32.03
2009-04-27,15.87,0.05,6.19,32.75
2009-04-28,15.64,0.05,5.97,31.65
2009-04-29,15.53,0.05,6.65,32.38
2009-04-30,15.91,0.05,7.48,33.76
2009-05-01,15.59,0.05,7.18,33.6
2009-05-04,15.73,0.05,7.6,35.77
2009-05-05,15.55,0.05,8.12,36.45
2009-05-06,15.49,0.05,8.18,38.82
2009-05-07,15.41,0.05,8.72,38.6
2009-05-08,15.03,0.05,8.78,38.09
2009-05-11,14.83,0.05,8.78,37.03
2009-05-12,15.07,0.06,8.77,37.36
2009-05-13,15.38,0.07,7.39,39.29
2009-05-14,15.31,0.07,7.38,38.0
2009-05-15,15.54,0.07,7.67,42.46
2009-05-18,15.72,0.07,8.27,43.26
2009-05-19,15.94,0.07,8.53,45.33
2009-05-20,15.86,0.07,8.79,47.8
2009-05-21,15.65,0.07,8.63,45.25
2009-05-22,15.49,0.07,9.1,45.1
2009-05-26,15.19,0.07,8.57,45.05
2009-05-27,15.74,0.08,8.81,46.32
2009-05-28,15.79,0.08,8.45,45.64
2009-05-29,15.98,0.08,8.35,46.2
2009-06-01,16.32,0.09,8.43,46.11
2009-06-02,16.6,0.08,8.47,46.67
2009-06-03,16.56,0.08,8.55,45.29
2009-06-04,16.92,0.08,8.46,43.41
2009-06-05,17.07,0.08,8.95,44.96
2009-06-08,17.08,0.08,8.57,43.1
2009-06-09,17.14,0.07,8.68,43.43
2009-06-10,17.23,0.07,8.88,45.26
2009-06-11,17.56,0.07,8.68,45.43
2009-06-12,17.8,0.07,8.65,45.79
2009-06-15,18.05,0.07,8.38,44.88
2009-06-16,18.24,0.06,7.9,44.39
2009-06-17,18.26,0.08,7.34,40.42
2009-06-18,18.36,0.08,7.93,37.91
2009-06-19,18.68,0.06,8.12,38.33
2009-06-22,18.61,0.06,7.81,37.26
2009-06-23,18.17,0.05,7.59,35.27
2009-06-24,18.22,0.06,7.93,36.79
2009-06-25,18.21,0.06,7.75,35.99
2009-06-26,18.32,0.07,7.97,35.16
2009-06-29,18.34,0.07,8.03,36.29
2009-06-30,18.63,0.07,8.09,37.3
2009-07-01,18.69,0.07,8.2,37.29
2009-07-02,18.46,0.06,7.73,35.58
2009-07-06,18.04,0.06,7.35,36.32
2009-07-07,17.94,0.06,7.55,35.9
2009-07-08,17.34,0.07,7.26,34.09
2009-07-09,17.6,0.06,7.46,34.41
2009-07-10,17.24,0.05,7.15,34.81
2009-07-13,17.42,0.06,7.23,33.49
2009-07-14,18.03,0.06,7.66,35.62
2009-07-15,18.46,0.06,8.16,36.29
2009-07-16,18.6,0.06,8.54,40.13
2009-07-17,18.96,0.06,8.73,40.92
2009-07-20,18.99,0.06,9.03,40.64
2009-07-21,19.19,0.06,9.4,41.09
2009-07-22,19.2,0.06,8.69,39.87
2009-07-23,19.37,0.06,8.87,39.4
2009-07-24,18.35,0.06,9.35,41.98
2009-07-27,18.22,0.05,9.72,44.19
2009-07-28,17.87,0.05,9.37,42.76
2009-07-29,18.44,0.05,9.49,41.35
2009-07-30,18.81,0.05,9.76,41.53
2009-07-31,18.47,0.05,10.13,42.25
2009-08-03,18.51,0.05,10.48,44.46
2009-08-04,18.4,0.05,10.31,44.9
2009-08-05,18.53,0.06,10.47,44.83
2009-08-06,18.6,0.06,10.48,45.3
2009-08-07,18.46,0.05,10.42,45.41
2009-08-10,18.23,0.05,10.3,44.24
2009-08-11,18.12,0.05,10.17,43.05
2009-08-12,17.98,0.05,9.95,42.45
2009-08-13,18.36,0.05,11.16,44.71
2009-08-14,18.36,0.05,11.08,44.98
2009-08-17,18.12,0.05,10.35,43.03
2009-08-18,18.2,0.05,10.15,42.78
2009-08-19,18.17,0.05,10.07,42.61
2009-08-20,18.44,0.05,10.12,44.27
2009-08-21,18.7,0.05,10.61,44.93
2009-08-24,19.08,0.06,11.32,45.34
2009-08-25,19.22,0.06,11.48,44.36
2009-08-26,19.22,0.06,11.84,42.85
2009-08-27,19.08,0.06,11.99,42.44
2009-08-28,19.59,0.06,12.32,41.61
2009-08-31,19.2,0.07,11.91,40.19
2009-09-01,19.03,0.07,11.81,39.94
2009-09-02,18.62,0.06,10.86,41.37
2009-09-03,18.69,0.06,11.58,42.32
2009-09-04,18.83,0.06,11.61,41.87
2009-09-08,19.24,0.06,12.59,42.91
2009-09-09,19.33,0.07,12.66,43.39
2009-09-10,19.38,0.06,13.0,41.88
2009-09-11,19.48,0.07,13.03,42.53
2009-09-14,19.26,0.07,12.44,41.54
2009-09-15,19.51,0.08,12.21,43.02
2009-09-16,19.73,0.08,12.85,44.5
2009-09-17,19.58,0.07,13.0,43.44
2009-09-18,19.9,0.07,13.37,43.67
2009-09-21,19.62,0.07,12.99,42.75
2009-09-22,19.85,0.07,13.23,43.15
2009-09-23,20.26,0.07,13.48,42.91
2009-09-24,20.26,0.06,13.45,41.84
2009-09-25,20.08,0.06,13.13,41.37
2009-09-28,20.01,0.07,13.13,40.67
2009-09-29,20.25,0.08,13.52,41.06
2009-09-30,20.13,0.08,14.17,40.49
2009-10-01,19.86,0.08,13.93,39.75
2009-10-05,19.52,0.08,12.61,38.68
2009-10-06,19.29,0.08,13.26,39.38
2009-10-07,19.53,0.09,13.68,40.09
2009-10-08,19.88,0.09,14.35,40.6
2009-10-09,19.98,0.1,14.47,40.43
2009-10-13,20.0,0.1,14.3,40.67
2009-10-14,20.43,0.14,14.68,41.28
2009-10-15,20.24,0.12,14.71,41.47
2009-10-16,20.67,0.1,14.21,41.43
2009-10-19,20.7,0.1,14.36,43.27
2009-10-20,20.65,0.1,14.43,44.48
2009-10-21,20.68,0.1,13.97,43.34
2009-10-22,20.76,0.09,13.54,43.69
2009-10-23,22.82,0.09,13.92,44.08
2009-10-26,21.98,0.12,12.28,42.97
2009-10-27,22.45,0.14,10.93,41.2
2009-10-28,22.07,0.14,10.15,40.24
2009-10-29,21.94,0.14,10.65,39.72
2009-10-30,21.91,0.15,10.53,40.57
2009-11-02,21.65,0.14,10.03,39.39
2009-11-05,22.29,0.14,11.07,40.72
2009-11-06,22.18,0.13,11.01,40.42
2009-11-09,22.37,0.11,11.41,42.92
2009-11-10,22.59,0.12,11.27,42.74
2009-11-12,22.67,0.12,11.83,43.67
2009-11-16,23.14,0.12,11.76,41.41
2009-11-17,23.16,0.12,11.68,42.13
2009-11-18,23.55,0.12,11.39,45.37
2009-11-19,23.54,0.12,11.48,45.76
2009-11-20,23.28,0.13,10.87,45.08
2009-11-23,23.42,0.15,11.35,47.53
2009-11-24,23.51,0.14,10.55,46.65
2009-11-25,23.4,0.14,9.96,46.16
2009-11-27,22.85,0.14,7.9,45.49
2009-11-30,22.88,0.12,7.52,46.16
2009-12-01,23.17,0.12,7.62,46.9
2009-12-03,23.42,0.12,7.55,52.58
2009-12-04,23.59,0.12,7.6,52.67
2009-12-09,23.13,0.12,6.7,50.56
2009-12-10,23.32,0.1,6.92,51.15
2009-12-14,23.48,0.11,7.26,50.34
2009-12-15,23.46,0.1,7.33,50.02
2009-12-16,23.6,0.12,7.86,50.62
2009-12-18,23.42,0.1,7.64,47.51
2009-12-21,23.86,0.1,7.67,48.64
2009-12-22,24.02,0.1,7.65,48.85
2009-12-23,24.11,0.1,7.8,50.56
2009-12-29,24.61,0.1,8.08,51.15
2009-12-30,24.45,0.11,7.9,50.07
2010-01-05,24.22,0.1,8.5,52.97
2010-01-07,24.04,0.1,8.55,55.23
2010-01-08,23.77,0.1,8.69,55.78
2010-01-11,24.11,0.09,8.87,57.57
2010-01-12,23.67,0.1,8.49,53.73
2010-01-14,23.79,0.1,8.7,53.26
2010-01-19,24.14,0.09,8.24,52.18
2010-01-20,24.18,0.1,8.16,52.77
2010-01-25,22.95,0.11,7.72,50.37
2010-01-26,22.92,0.12,7.45,49.34
2010-01-27,23.04,0.12,7.48,49.9
2010-01-29,23.47,0.12,7.54,47.72
2010-02-02,22.27,0.12,7.97,48.2
2010-02-04,22.28,0.11,7.64,47.91
2010-02-05,21.98,0.11,7.04,46.23
2010-02-10,22.0,0.1,7.07,48.91
2010-02-12,21.83,0.11,6.7,48.74
2010-02-16,22.18,0.09,6.94,50.95
2010-02-18,22.55,0.11,7.35,51.73
2010-02-23,22.62,0.09,7.3,51.45
2010-02-24,22.49,0.09,7.16,49.68
2010-02-26,22.59,0.09,6.98,49.88
2010-03-04,22.44,0.09,7.71,52.24
2010-03-05,22.6,0.09,7.8,52.1
2010-03-08,22.49,0.09,7.87,52.69
2010-03-09,22.52,0.1,7.75,51.8
2010-03-11,22.78,0.1,7.93,51.27
2010-03-15,23.01,0.09,7.83,53.94
2010-03-16,23.2,0.09,7.85,53.5
2010-03-17,23.26,0.09,8.01,54.05
2010-03-18,23.37,0.1,7.97,52.43
2010-03-19,23.47,0.1,7.75,49.61
2010-03-22,23.26,0.1,7.49,48.92
2010-03-23,23.34,0.1,7.72,50.05
2010-03-29,23.43,0.1,7.9,51.01
2010-03-30,23.37,0.09,7.92,51.15
2010-04-01,23.15,0.09,8.19,50.61
2010-04-05,22.97,0.1,8.34,50.18
2010-04-09,23.62,0.1,7.97,49.44
2010-04-12,23.86,0.09,8.19,48.3
2010-04-14,24.28,0.09,8.27,47.18
2010-04-15,24.31,0.09,8.29,47.18
2010-04-19,24.27,0.09,7.79,45.57
2010-04-21,24.71,0.08,7.92,47.01
2010-04-22,24.48,0.08,7.64,44.8
2010-04-26,24.45,0.08,7.78,45.45
2010-04-27,24.41,0.08,7.58,44.15
2010-04-28,24.38,0.08,7.19,43.27
2010-04-29,24.39,0.09,7.11,44.2
2010-04-30,24.5,0.08,7.24,44.02
2010-05-03,24.19,0.08,7.15,43.89
2010-05-04,24.07,0.08,6.74,42.8
2010-05-06,23.34,0.08,6.24,41.36
2010-05-07,22.81,0.08,5.72,40.51
2010-05-10,22.88,0.06,6.77,42.55
2010-05-12,22.85,0.06,7.09,41.27
2010-05-14,23.03,0.06,6.86,40.5
2010-05-19,22.59,0.05,6.4,40.78
2010-05-21,21.1,0.06,6.05,37.48
2010-06-01,20.22,0.06,6.03,39.38
2010-06-03,21.03,0.07,6.38,39.54
2010-06-10,19.91,0.06,5.97,37.05
2010-06-14,20.49,0.06,6.38,39.0
2010-06-16,20.97,0.06,6.58,38.16
2010-06-17,21.04,0.07,6.72,38.86
2010-06-18,20.89,0.07,6.74,37.63
2010-06-21,21.21,0.09,6.86,37.74
2010-06-22,20.72,0.09,6.67,36.93
2010-06-24,20.17,0.09,6.56,37.01
2010-06-25,19.84,0.09,6.34,36.31
2010-06-28,19.42,0.1,6.4,36.17
2010-06-29,19.12,0.09,6.08,34.72
2010-06-30,18.46,0.09,5.97,33.84
2010-07-02,18.51,0.1,6.17,33.04
2010-07-06,18.77,0.09,6.34,34.01
2010-07-07,18.87,0.11,6.34,33.21
2010-07-08,19.49,0.13,6.81,36.78
2010-07-09,19.27,0.13,6.78,37.63
2010-07-12,19.35,0.12,6.85,39.29
2010-07-13,19.92,0.12,7.0,36.5
2010-07-14,20.2,0.13,6.98,35.32
2010-07-15,20.2,0.12,7.09,35.85
2010-07-16,20.21,0.13,6.84,37.22
2010-07-19,19.77,0.13,6.82,37.8
2010-07-20,19.69,0.12,6.51,37.46
2010-07-21,20.28,0.13,6.84,39.94
2010-07-22,20.21,0.12,6.99,38.62
2010-07-23,20.47,0.13,6.98,38.84
2010-07-26,20.49,0.12,7.29,39.96
2010-07-27,20.71,0.13,7.82,38.89
2010-07-28,20.65,0.12,7.79,38.22
2010-07-29,20.7,0.11,7.97,39.7
2010-07-30,20.4,0.12,7.59,40.45
2010-08-03,20.76,0.12,8.06,41.36
2010-08-04,20.72,0.12,8.03,41.09
2010-08-05,20.19,0.12,8.05,43.05
2010-08-06,19.95,0.11,7.95,43.82
2010-08-09,20.24,0.1,8.1,43.79
2010-08-10,20.07,0.1,7.86,42.79
2010-08-12,19.35,0.1,7.28,41.43
2010-08-13,19.29,0.09,7.39,44.04
2010-08-16,19.3,0.09,7.22,43.64
2010-08-17,19.68,0.09,7.52,47.54
2010-08-18,19.66,0.09,7.49,48.25
2010-08-19,19.61,0.09,7.45,48.95
2010-08-20,19.36,0.09,7.15,47.47
2010-08-23,19.46,0.09,7.2,49.24
2010-08-24,19.19,0.09,6.9,49.64
2010-08-25,19.11,0.09,6.66,48.21
2010-08-26,19.19,0.09,6.93,48.27
2010-08-27,19.02,0.09,6.97,48.13
2010-08-30,18.91,0.1,7.01,49.17
2010-08-31,18.8,0.1,6.89,48.34
2010-09-01,18.85,0.12,7.22,50.56
2010-09-02,19.02,0.1,7.5,49.9
2010-09-03,19.3,0.12,7.81,50.42
2010-09-07,19.19,0.11,7.48,48.92
2010-09-08,19.17,0.1,7.41,49.74
2010-09-09,19.27,0.1,7.68,51.23
2010-09-10,19.1,0.1,7.73,50.28
2010-09-13,19.27,0.1,7.98,51.09
2010-09-14,19.94,0.1,7.92,50.1
2010-09-15,19.99,0.1,8.04,49.53
2010-09-16,19.96,0.12,7.97,49.28
2010-09-17,20.23,0.1,7.97,51.5
2010-09-20,20.13,0.12,7.98,51.5
2010-09-23,19.52,0.09,7.86,50.82
2010-09-24,19.62,0.09,8.24,52.59
2010-09-27,19.79,0.09,8.32,52.95
2010-09-28,19.75,0.09,8.31,53.93
2010-09-29,19.62,0.1,8.25,52.94
2010-09-30,19.6,0.1,8.29,52.06
2010-10-01,19.73,0.1,8.31,50.0
2010-10-04,19.08,0.11,8.1,50.72
2010-10-05,19.16,0.11,8.3,49.89
2010-10-06,19.37,0.11,8.42,51.8
2010-10-07,19.61,0.1,8.65,52.22
2010-10-08,19.61,0.09,8.55,54.45
2010-10-12,19.63,0.09,8.39,56.48
2010-10-13,19.93,0.09,8.68,58.41
2010-10-14,20.14,0.09,8.95,58.13
2010-10-21,20.23,0.1,8.8,57.52
2010-10-22,20.32,0.09,8.87,56.96
2010-10-25,20.1,0.09,8.96,57.09
2010-10-26,20.01,0.09,8.64,57.98
2010-10-27,20.54,0.09,8.59,60.21
2010-10-29,21.62,0.09,8.51,59.91
2010-11-01,21.41,0.09,8.61,62.13
2010-11-02,21.55,0.08,8.77,62.03
2010-11-03,21.87,0.09,8.68,61.19
2010-11-04,21.83,0.09,8.87,60.85
2010-11-05,21.64,0.08,8.8,61.57
2010-11-09,21.35,0.08,8.82,61.91
2010-11-10,21.51,0.08,8.95,61.9
2010-11-12,21.08,0.08,8.49,62.37
2010-11-15,20.97,0.08,8.58,59.69
2010-11-16,20.87,0.08,8.41,56.4
2010-11-17,20.75,0.07,8.31,56.78
2010-11-18,20.6,0.07,8.6,58.81
2010-11-19,20.67,0.07,8.53,58.41
2010-11-22,20.55,0.06,8.37,59.81
2010-11-23,20.49,0.07,7.91,58.64
2010-11-24,20.19,0.07,7.82,58.81
2010-11-26,20.2,0.07,7.51,59.73
2010-11-30,20.07,0.07,6.85,57.4
2010-12-01,20.49,0.07,7.41,58.38
2010-12-02,21.03,0.07,7.51,58.3
2010-12-03,21.48,0.07,7.82,57.09
2010-12-06,21.58,0.08,7.68,58.77
2010-12-08,21.5,0.09,7.86,59.29
2010-12-09,21.86,0.08,8.09,58.7
2010-12-10,21.79,0.09,8.08,58.59
2010-12-16,22.24,0.08,7.71,56.52
2010-12-17,22.37,0.08,7.71,56.29
2010-12-20,22.4,0.08,7.71,57.49
2010-12-21,22.32,0.08,7.67,58.07
2010-12-22,22.44,0.08,7.66,59.1
2010-12-23,22.41,0.08,7.55,59.03
2010-12-29,22.39,0.08,7.61,61.34
2010-12-30,22.37,0.09,7.6,63.97
2010-12-31,22.28,0.08,7.67,64.71
2011-01-04,22.39,0.08,8.04,64.37
2011-01-06,22.47,0.09,7.96,66.04
2011-01-07,22.95,0.11,7.72,66.91
2011-01-10,22.64,0.11,7.41,64.95
2011-01-11,22.6,0.11,7.49,64.86
2011-01-12,22.53,0.1,7.82,66.41
2011-01-13,22.7,0.11,8.16,68.91
2011-01-14,22.5,0.1,8.13,69.71
2011-01-18,22.56,0.12,8.32,71.1
2011-01-19,22.81,0.12,8.34,70.01
2011-01-20,22.84,0.11,8.31,65.26
2011-01-21,22.76,0.11,8.7,63.55
2011-01-24,22.45,0.11,8.7,62.95
2011-01-26,22.85,0.11,8.72,65.32
2011-01-27,23.04,0.1,9.1,68.16
2011-01-28,23.16,0.1,9.18,67.99
2011-01-31,22.25,0.11,8.99,68.79
2011-02-01,22.28,0.1,9.25,69.66
2011-02-02,22.38,0.1,9.35,71.61
2011-02-03,22.41,0.11,9.27,71.03
2011-02-04,22.2,0.1,9.44,70.92
2011-02-07,22.28,0.1,9.5,71.04
2011-02-08,22.52,0.09,9.73,71.39
2011-02-09,22.59,0.09,9.76,72.55
2011-02-10,22.38,0.09,9.6,71.47
2011-02-11,22.24,0.1,9.45,72.59
2011-02-14,21.8,0.09,9.57,74.62
2011-02-15,21.8,0.09,9.54,75.04
2011-02-17,21.74,0.09,9.79,72.84
2011-02-18,21.87,0.09,9.92,74.06
2011-02-22,21.59,0.09,9.85,68.56
2011-02-23,21.38,0.09,9.87,68.45
2011-02-25,21.69,0.09,9.7,70.8
2011-02-28,21.51,0.1,9.96,73.27
2011-03-01,21.44,0.09,9.89,73.34
2011-03-02,21.05,0.09,9.59,70.97
2011-03-07,21.06,0.09,9.9,72.45
2011-03-08,20.77,0.09,9.66,70.63
2011-03-09,20.8,0.09,9.92,67.56
2011-03-11,20.48,0.09,9.7,62.64
2011-03-14,20.55,0.09,9.79,64.44
2011-03-15,20.22,0.09,9.23,62.86
2011-03-18,20.2,0.08,9.75,66.51
2011-03-21,20.3,0.1,9.99,65.46
2011-03-22,20.39,0.08,10.15,66.04
2011-03-23,20.34,0.09,10.13,64.76
2011-03-24,20.63,0.08,10.33,66.01
2011-03-29,20.43,0.08,10.4,66.35
2011-03-30,20.63,0.08,10.11,68.13
2011-03-31,20.63,0.08,9.9,69.71
2011-04-01,20.58,0.09,10.2,67.73
2011-04-05,20.81,0.08,10.06,70.56
2011-04-06,20.94,0.08,10.33,70.69
2011-04-12,20.82,0.09,10.45,65.69
2011-04-13,20.67,0.08,10.5,65.89
2011-04-14,20.49,0.08,10.04,64.77
2011-04-15,20.52,0.08,9.96,64.05
2011-04-18,20.23,0.09,9.28,62.4
2011-04-19,20.15,0.09,9.51,63.47
2011-04-20,20.59,0.09,9.87,66.15
2011-04-21,20.79,0.1,10.05,65.18
2011-04-25,20.6,0.1,10.13,65.34
2011-04-26,20.75,0.1,10.15,65.16
2011-04-27,21.2,0.1,10.22,65.29
2011-04-28,21.33,0.09,10.27,64.97
2011-04-29,21.4,0.1,10.42,62.73
2011-05-02,20.91,0.09,10.53,64.02
2011-05-03,20.63,0.08,10.39,62.44
2011-05-04,20.84,0.08,10.51,60.93
2011-05-05,21.0,0.08,10.29,59.54
2011-05-09,20.8,0.08,9.77,60.57
2011-05-11,20.67,0.08,10.15,60.0
2011-05-13,20.38,0.08,9.79,58.13
2011-05-16,20.12,0.08,9.4,57.05
2011-05-17,19.8,0.08,9.43,57.42
2011-05-19,20.16,0.08,9.55,58.61
2011-05-25,19.61,0.08,9.05,57.46
2011-05-26,19.76,0.07,9.25,58.11
2011-06-03,19.51,0.07,9.22,58.11
2011-06-06,19.38,0.07,9.29,58.82
2011-06-07,19.54,0.07,9.46,57.47
2011-06-09,19.48,0.08,9.25,57.33
2011-06-13,19.3,0.08,8.98,57.88
2011-06-15,19.47,0.07,9.12,56.92
2011-06-21,19.89,0.07,9.28,52.82
2011-06-27,19.66,0.07,8.68,54.07
2011-06-28,20.53,0.06,8.95,55.45
2011-07-07,21.49,0.06,9.7,59.0
2011-07-11,21.6,0.07,8.72,58.35
2011-07-12,21.54,0.06,8.39,56.99
2011-07-13,21.58,0.08,8.56,57.18
2011-07-14,21.6,0.09,8.78,57.68
2011-07-15,21.48,0.1,8.56,56.69
2011-07-18,21.61,0.09,8.08,56.93
2011-07-19,21.75,0.09,8.24,58.3
2011-07-20,22.13,0.09,8.62,59.07
2011-07-21,21.94,0.09,9.16,59.08
2011-07-25,22.12,0.1,9.03,61.42
2011-07-26,22.57,0.11,8.95,62.36
2011-07-27,22.62,0.1,8.61,61.17
2011-07-28,22.14,0.1,8.62,60.59
2011-07-29,22.33,0.12,8.42,59.25
2011-08-02,21.89,0.11,8.14,60.01
2011-08-03,21.77,0.1,7.97,59.79
2011-08-04,21.52,0.1,7.68,59.09
2011-08-05,21.07,0.09,7.7,55.78
2011-08-08,20.3,0.1,6.95,51.87
2011-08-10,20.24,0.1,6.77,50.97
2011-08-11,19.88,0.1,6.23,52.96
2011-08-12,20.39,0.11,6.94,56.44
2011-08-15,20.48,0.11,7.09,56.02
2011-08-16,20.59,0.11,6.92,55.8
2011-08-17,20.62,0.11,7.0,55.99
2011-08-18,20.06,0.1,6.53,54.85
2011-08-19,19.93,0.1,6.15,53.26
2011-08-22,19.94,0.11,6.36,55.39
2011-08-23,19.62,0.1,6.13,53.94
2011-08-24,20.13,0.1,6.28,55.96
2011-08-25,20.48,0.1,6.59,57.56
2011-08-26,20.01,0.11,6.17,56.53
2011-08-29,20.84,0.12,6.47,60.36
2011-08-30,21.01,0.1,6.51,61.5
2011-08-31,21.46,0.1,6.81,62.85
2011-09-01,21.6,0.1,6.83,60.59
2011-09-02,21.05,0.1,6.4,58.7
2011-09-07,20.97,0.1,5.75,61.09
2011-09-08,21.23,0.1,5.82,60.09
2011-09-09,21.23,0.09,5.44,59.61
2011-09-12,20.77,0.09,4.86,59.67
2011-09-13,21.16,0.09,5.07,59.24
2011-09-14,21.37,0.09,5.17,60.2
2011-09-15,21.82,0.09,5.64,60.84
2011-09-19,21.88,0.08,5.38,59.61
2011-09-20,22.3,0.09,5.47,58.48
2011-09-21,22.08,0.09,5.49,56.35
2011-09-23,20.33,0.08,4.59,49.39
2011-09-26,20.57,0.08,5.19,49.72
2011-09-27,20.95,0.08,5.81,52.16
