Date,MSFT,KLM,ING,MOS
2006-05-24,16.96,0.26,27.28,13.29
2006-05-25,17.39,0.25,27.31,13.07
2006-05-26,17.54,0.26,27.47,13.08
2006-05-30,17.37,0.25,27.13,13.14
2006-05-31,17.16,0.25,26.99,12.62
2006-06-01,16.78,0.25,26.83,12.82
2006-06-02,16.87,0.25,27.69,13.14
2006-06-05,16.76,0.27,27.19,13.22
2006-06-06,16.64,0.23,26.42,13.14
2006-06-07,16.34,0.24,26.04,12.76
2006-06-08,16.25,0.25,25.61,12.42
2006-06-09,16.34,0.25,25.64,12.25
2006-06-12,16.2,0.25,25.61,11.98
2006-06-13,16.03,0.23,24.71,11.54
2006-06-14,15.93,0.21,24.76,11.49
2006-06-15,16.24,0.21,25.39,11.91
2006-06-16,16.21,0.25,26.08,12.26
2006-06-19,16.33,0.26,26.22,12.51
2006-06-20,16.63,0.31,25.96,12.29
2006-06-21,16.68,0.26,26.04,12.39
2006-06-22,17.01,0.28,26.34,12.39
2006-06-23,16.86,0.24,25.87,12.61
2006-06-26,16.71,0.26,26.11,12.7
2006-06-27,16.89,0.23,26.31,12.32
2006-06-28,16.94,0.22,25.77,12.29
2006-06-29,17.2,0.25,25.98,12.44
2006-06-30,17.37,0.23,27.24,12.48
2006-07-03,17.36,0.26,27.52,12.85
2006-07-05,17.32,0.25,27.24,12.53
2006-07-06,17.3,0.31,27.15,12.71
2006-07-07,17.26,0.29,27.51,12.21
2006-07-10,17.28,0.27,27.5,11.78
2006-07-11,17.24,0.25,27.4,11.99
2006-07-12,16.81,0.26,27.45,12.36
2006-07-13,16.5,0.25,26.9,12.53
2006-07-14,16.44,0.23,26.5,12.2
2006-07-17,16.44,0.26,25.79,11.99
2006-07-18,16.67,0.26,25.91,11.86
2006-07-19,16.83,0.26,25.79,11.84
2006-07-20,17.29,0.26,26.84,12.3
2006-07-21,17.76,0.27,26.72,11.8
2006-07-24,17.71,0.26,26.71,11.69
2006-07-25,17.71,0.26,27.12,12.07
2006-07-26,17.79,0.25,27.03,11.99
2006-07-27,18.13,0.25,28.1,12.36
2006-07-28,17.76,0.26,27.93,12.4
2006-07-31,17.76,0.27,28.25,12.71
2006-08-01,17.72,0.25,28.11,12.53
2006-08-02,17.79,0.26,28.32,12.58
2006-08-03,17.85,0.26,28.32,12.48
2006-08-04,18.0,0.26,29.42,12.5
2006-08-07,17.91,0.28,28.79,12.71
2006-08-08,17.99,0.26,28.73,12.7
2006-08-09,18.07,0.26,29.09,12.65
2006-08-10,17.98,0.29,28.8,12.51
2006-08-11,18.02,0.27,28.74,12.7
2006-08-14,18.09,0.26,29.07,12.67
2006-08-15,18.18,0.26,29.74,12.65
2006-08-16,18.22,0.28,30.3,12.94
2006-08-17,18.29,0.28,30.2,13.39
2006-08-18,18.55,0.26,30.05,13.27
2006-08-21,19.0,0.25,30.26,13.47
2006-08-22,19.26,0.26,29.72,13.39
2006-08-23,18.99,0.26,29.81,13.51
2006-08-24,19.12,0.26,30.02,13.42
2006-08-25,19.04,0.26,30.16,13.39
2006-08-28,19.13,0.26,30.23,13.34
2006-08-29,19.19,0.26,30.51,13.4
2006-08-30,19.14,0.26,30.72,13.17
2006-08-31,19.16,0.25,30.93,13.31
2006-09-01,19.17,0.26,31.15,13.33
2006-09-05,19.02,0.29,31.2,13.47
2006-09-06,18.89,0.29,30.76,13.55
2006-09-07,18.87,0.29,30.08,13.27
2006-09-08,18.9,0.28,29.81,13.2
2006-09-11,18.83,0.29,29.65,13.06
2006-09-12,19.18,0.31,30.15,12.98
2006-09-13,19.12,0.28,30.44,12.95
2006-09-14,19.24,0.29,30.56,12.81
2006-09-15,19.68,0.26,30.78,13.23
2006-09-18,19.8,0.26,30.78,12.96
2006-09-19,19.8,0.27,30.56,13.12
2006-09-20,20.0,0.26,30.78,13.55
2006-09-21,20.17,0.23,31.25,13.68
2006-09-22,19.87,0.23,31.06,13.47
2006-09-25,19.85,0.23,31.02,13.64
2006-09-26,19.93,0.22,31.08,13.31
2006-09-27,20.13,0.23,31.17,13.82
2006-09-28,20.34,0.22,31.24,13.92
2006-09-29,20.25,0.23,31.35,13.91
2006-10-02,20.23,0.22,31.01,13.83
2006-10-03,20.27,0.2,31.19,13.68
2006-10-04,20.28,0.2,31.39,13.4
2006-10-05,20.67,0.2,31.7,13.96
2006-10-06,20.55,0.2,31.19,13.88
2006-10-09,20.58,0.19,31.25,13.63
2006-10-10,20.5,0.19,31.39,13.85
2006-10-11,20.33,0.2,31.32,13.84
2006-10-12,20.42,0.19,31.76,13.88
2006-10-13,20.98,0.19,31.91,14.21
2006-10-16,21.09,0.18,31.98,14.41
2006-10-17,20.91,0.18,31.49,14.53
2006-10-18,21.1,0.2,31.92,14.25
2006-10-19,20.99,0.2,32.01,14.16
2006-10-20,21.09,0.19,32.08,14.05
2006-10-23,20.95,0.22,31.66,13.95
2006-10-24,21.05,0.22,31.98,14.09
2006-10-25,20.94,0.19,31.57,14.37
2006-10-26,20.98,0.19,31.63,14.33
2006-10-27,21.1,0.19,31.34,14.46
2006-10-30,20.99,0.19,31.18,14.48
2006-10-31,21.22,0.19,31.59,15.06
2006-11-01,21.31,0.2,31.6,15.62
2006-11-02,21.26,0.19,31.15,15.42
2006-11-03,21.36,0.17,31.22,15.8
2006-11-06,21.3,0.17,31.45,15.66
2006-11-07,21.37,0.17,32.1,16.22
2006-11-08,21.31,0.19,31.85,16.35
2006-11-09,21.55,0.19,30.66,16.82
2006-11-10,21.6,0.17,30.51,16.85
2006-11-13,21.61,0.2,30.86,16.94
2006-11-14,21.75,0.21,30.98,17.4
2006-11-15,21.64,0.22,30.87,17.49
2006-11-16,21.65,0.2,31.05,17.42
2006-11-17,21.78,0.2,30.81,17.33
2006-11-20,21.93,0.23,30.49,17.27
2006-11-21,22.22,0.25,30.71,17.13
2006-11-22,22.27,0.23,30.68,17.46
2006-11-24,22.04,0.22,30.12,17.44
2006-11-27,22.06,0.22,30.2,17.59
2006-11-28,21.8,0.23,30.05,17.08
2006-11-29,21.87,0.24,30.42,17.07
2006-11-30,21.86,0.23,30.44,17.09
2006-12-01,21.72,0.22,30.13,17.59
2006-12-04,21.72,0.22,29.75,17.45
2006-12-05,21.81,0.23,29.96,17.81
2006-12-06,21.62,0.25,29.86,18.28
2006-12-07,21.52,0.23,29.98,18.32
2006-12-08,21.41,0.25,29.81,18.11
2006-12-11,21.69,0.25,29.97,18.89
2006-12-12,21.96,0.23,30.37,18.6
2006-12-13,21.99,0.23,30.98,18.69
2006-12-14,21.95,0.23,31.64,18.56
2006-12-15,22.39,0.23,31.6,18.79
2006-12-18,22.43,0.23,31.15,18.03
2006-12-19,22.07,0.22,31.15,17.41
2006-12-20,22.28,0.21,31.6,17.59
2006-12-21,22.39,0.23,31.54,17.98
2006-12-22,22.16,0.21,31.49,17.73
2006-12-26,21.94,0.2,31.17,17.82
2006-12-27,22.28,0.21,31.74,17.78
2006-12-28,22.19,0.2,31.76,17.77
2006-12-29,22.19,0.2,31.48,17.95
2007-01-03,22.22,0.22,31.95,17.75
2007-01-04,22.07,0.22,31.71,17.77
2007-01-05,22.01,0.2,31.25,17.04
2007-01-08,22.03,0.2,30.88,16.68
2007-01-09,22.29,0.22,31.22,16.63
2007-01-10,22.14,0.2,30.66,16.45
2007-01-11,22.11,0.22,30.52,16.23
2007-01-12,22.77,0.2,30.82,17.08
2007-01-16,23.23,0.22,31.17,18.15
2007-01-17,23.23,0.25,30.99,18.05
2007-01-18,23.14,0.25,31.17,17.7
2007-01-19,22.83,0.24,31.11,18.02
2007-01-22,23.08,0.28,31.36,17.25
2007-01-23,22.76,0.26,31.22,17.5
2007-01-24,22.87,0.25,31.44,17.62
2007-01-25,23.09,0.24,31.27,17.47
2007-01-26,23.2,0.25,30.72,16.78
2007-01-29,22.77,0.23,30.78,17.57
2007-01-30,22.71,0.22,31.1,17.08
2007-01-31,22.59,0.24,30.94,16.76
2007-02-01,22.91,0.22,31.46,16.44
2007-02-02,22.9,0.22,31.74,17.03
2007-02-05,22.27,0.22,31.47,17.2
2007-02-06,21.98,0.22,31.81,16.54
2007-02-07,22.02,0.22,32.03,17.07
2007-02-08,21.72,0.21,31.93,16.81
2007-02-09,21.81,0.22,32.1,16.88
2007-02-12,21.46,0.22,31.61,17.6
2007-02-13,21.65,0.23,31.84,18.53
2007-02-14,21.75,0.22,32.25,19.69
2007-02-15,22.05,0.22,32.14,19.26
2007-02-16,21.55,0.22,31.9,19.96
2007-02-20,21.35,0.22,31.69,21.13
2007-02-21,21.43,0.22,31.32,21.23
2007-02-22,21.85,0.23,31.51,22.07
2007-02-23,21.79,0.28,31.31,21.67
2007-02-26,21.59,0.25,31.46,22.08
2007-02-27,21.4,0.26,30.83,21.08
2007-02-28,20.84,0.24,30.59,20.66
2007-03-01,20.74,0.25,29.44,20.74
2007-03-02,20.89,0.25,29.44,20.68
2007-03-05,20.5,0.25,28.71,20.0
2007-03-06,20.73,0.26,29.39,20.41
2007-03-07,20.7,0.25,29.34,21.03
2007-03-08,20.67,0.26,29.56,21.77
2007-03-09,20.44,0.26,29.58,22.26
2007-03-12,20.26,0.27,29.41,21.92
2007-03-13,20.32,0.28,29.02,22.05
2007-03-14,20.0,0.28,28.34,22.0
2007-03-15,20.37,0.28,28.05,22.19
2007-03-16,20.39,0.28,28.37,21.96
2007-03-19,20.38,0.27,28.93,22.14
2007-03-20,20.82,0.26,28.75,22.14
2007-03-21,20.8,0.26,29.88,22.1
2007-03-22,21.26,0.26,30.73,23.0
2007-03-23,21.04,0.29,30.42,22.34
2007-03-26,20.83,0.27,30.21,22.67
2007-03-27,20.91,0.25,29.68,22.59
2007-03-28,20.56,0.26,29.32,21.97
2007-03-29,20.76,0.25,29.66,21.74
2007-03-30,20.69,0.27,29.99,21.77
2007-04-02,20.79,0.29,30.15,21.9
2007-04-03,20.77,0.29,30.0,22.16
2007-04-04,20.88,0.28,30.49,22.61
2007-04-05,21.11,0.3,30.61,23.2
2007-04-09,21.31,0.33,30.61,23.83
2007-04-10,21.25,0.34,30.84,22.53
2007-04-11,21.1,0.32,31.0,23.32
2007-04-12,20.92,0.32,30.65,23.57
2007-04-13,21.2,0.32,31.47,24.63
2007-04-16,21.32,0.32,32.32,25.71
2007-04-17,21.35,0.3,32.37,25.65
2007-04-18,21.33,0.34,32.45,25.17
2007-04-19,21.13,0.32,32.1,24.28
2007-04-20,21.61,0.35,33.14,24.35
2007-04-23,21.59,0.33,33.05,24.05
2007-04-24,21.46,0.37,33.23,24.55
2007-04-25,21.52,0.4,33.3,24.65
2007-04-26,21.69,0.4,33.5,25.37
2007-04-27,22.49,0.37,32.93,25.85
2007-04-30,22.46,0.35,33.21,25.15
2007-05-01,22.32,0.35,33.23,24.2
2007-05-02,22.66,0.34,33.07,23.97
2007-05-03,22.81,0.34,33.36,24.48
2007-05-04,22.87,0.35,33.31,25.22
2007-05-07,22.75,0.38,33.47,24.22
2007-05-08,22.87,0.38,32.91,24.5
2007-05-09,22.89,0.36,32.69,24.54
2007-05-10,22.87,0.36,32.72,24.68
2007-05-11,22.79,0.33,32.2,23.98
2007-05-14,22.99,0.34,32.77,24.38
2007-05-15,23.11,0.35,32.22,24.57
2007-05-16,23.19,0.34,32.78,25.27
2007-05-17,23.21,0.33,32.45,25.16
2007-05-18,23.16,0.34,32.36,25.78
2007-05-21,22.99,0.31,32.63,25.96
2007-05-22,23.11,0.34,32.86,26.45
2007-05-23,23.07,0.32,32.49,26.66
2007-05-24,22.84,0.3,31.91,27.06
2007-05-25,22.65,0.27,32.02,26.13
2007-05-29,22.81,0.26,32.27,26.69
2007-05-30,22.85,0.25,31.77,26.62
2007-05-31,23.28,0.29,32.34,28.75
2007-06-01,23.03,0.28,32.2,28.93
2007-06-04,22.75,0.28,32.44,29.96
2007-06-05,22.9,0.29,32.75,29.98
2007-06-06,22.72,0.26,32.47,30.16
2007-06-07,22.45,0.26,31.94,29.45
2007-06-08,22.12,0.26,31.45,28.44
2007-06-11,22.39,0.26,31.35,28.99
2007-06-12,22.41,0.25,30.97,29.48
2007-06-13,22.42,0.24,31.09,29.22
2007-06-14,22.7,0.25,31.26,31.08
2007-06-15,23.08,0.24,32.11,31.75
2007-06-18,22.96,0.23,32.52,32.71
2007-06-19,22.8,0.25,32.44,32.64
2007-06-20,22.77,0.28,32.83,32.85
2007-06-21,22.42,0.26,32.34,31.93
2007-06-22,22.44,0.27,32.57,31.9
2007-06-25,22.04,0.26,32.2,32.94
2007-06-26,22.1,0.26,32.14,32.57
2007-06-27,21.96,0.26,31.6,30.39
2007-06-28,22.33,0.25,31.65,31.21
2007-06-29,22.34,0.26,32.08,32.33
2007-07-02,22.19,0.26,32.04,32.05
2007-07-03,22.28,0.25,32.55,32.85
2007-07-05,22.48,0.24,32.37,32.04
2007-07-06,22.37,0.24,32.22,31.93
2007-07-09,22.33,0.25,32.43,32.33
2007-07-10,22.21,0.25,32.1,32.16
2007-07-11,21.87,0.25,31.89,31.51
2007-07-12,22.11,0.26,32.34,31.83
2007-07-13,22.39,0.26,32.94,32.77
2007-07-16,22.26,0.26,33.08,33.55
2007-07-17,22.45,0.28,33.03,32.98
2007-07-18,22.82,0.28,32.92,32.9
2007-07-19,23.22,0.28,33.0,32.4
2007-07-20,23.3,0.27,32.91,32.83
2007-07-23,23.46,0.26,32.73,32.1
2007-07-24,23.19,0.25,32.34,32.85
2007-07-25,23.18,0.25,31.99,31.79
2007-07-26,22.62,0.25,30.97,29.57
2007-07-27,22.39,0.25,30.61,29.4
2007-07-30,22.0,0.25,30.66,28.75
2007-07-31,22.22,0.25,31.05,30.98
2007-08-01,21.65,0.26,30.21,31.21
2007-08-02,21.83,0.27,30.39,31.56
2007-08-03,22.03,0.25,30.13,32.59
2007-08-06,21.73,0.25,30.13,32.5
2007-08-07,21.94,0.26,30.39,31.62
2007-08-08,22.23,0.25,31.94,34.0
2007-08-09,22.17,0.24,31.43,32.69
2007-08-10,21.62,0.24,30.41,30.39
2007-08-13,21.65,0.23,30.62,32.98
2007-08-14,21.59,0.23,30.25,33.41
2007-08-15,21.2,0.22,28.88,32.85
2007-08-16,20.93,0.22,28.31,30.6
2007-08-17,21.08,0.21,28.87,30.48
2007-08-20,21.15,0.21,29.68,29.54
2007-08-21,21.09,0.21,29.2,31.66
2007-08-22,21.22,0.19,29.61,32.53
2007-08-23,21.23,0.19,30.04,32.78
2007-08-24,21.17,0.19,29.81,32.24
2007-08-27,21.47,0.19,30.22,33.66
2007-08-28,21.24,0.19,29.54,33.15
2007-08-29,21.11,0.19,29.34,31.87
2007-08-30,21.33,0.19,28.93,32.33
2007-08-31,21.54,0.19,30.05,33.44
2007-09-04,21.39,0.19,29.9,35.15
2007-09-05,21.5,0.19,30.13,35.06
2007-09-06,21.44,0.2,30.07,35.61
2007-09-07,21.48,0.2,30.03,35.16
2007-09-10,21.52,0.19,30.11,35.59
2007-09-11,21.49,0.19,30.19,35.68
2007-09-12,21.62,0.19,30.14,36.22
2007-09-13,21.86,0.19,30.9,38.01
2007-09-14,21.75,0.18,30.65,36.64
2007-09-17,21.61,0.17,30.58,37.29
2007-09-18,21.54,0.19,30.88,37.53
2007-09-19,21.67,0.19,31.98,38.81
2007-09-20,21.38,0.18,31.98,38.81
2007-09-21,21.53,0.19,32.19,40.66
2007-09-24,21.62,0.18,32.13,41.61
2007-09-25,21.87,0.17,31.73,42.27
2007-09-26,22.28,0.17,32.4,41.57
2007-09-27,22.29,0.17,32.54,42.83
2007-09-28,22.13,0.17,32.75,43.97
2007-10-01,22.11,0.17,32.82,44.21
2007-10-02,22.29,0.16,33.3,44.6
2007-10-03,22.3,0.16,33.54,43.08
2007-10-04,22.19,0.16,33.3,40.79
2007-10-05,22.44,0.17,33.49,42.92
2007-10-08,22.26,0.19,33.44,43.56
2007-10-09,22.54,0.18,33.68,43.63
2007-10-10,22.55,0.17,33.87,45.06
2007-10-11,22.74,0.19,33.78,49.03
2007-10-12,22.54,0.17,33.92,49.0
2007-10-15,22.59,0.2,33.81,51.29
2007-10-16,22.7,0.2,33.24,49.35
2007-10-17,23.08,0.17,33.55,52.29
2007-10-18,23.43,0.17,33.25,50.79
2007-10-19,23.34,0.17,33.25,51.76
2007-10-22,22.61,0.17,32.53,50.19
2007-10-23,23.05,0.17,32.86,50.43
2007-10-24,23.16,0.17,32.72,50.13
2007-10-25,23.7,0.16,32.49,51.79
2007-10-26,27.03,0.15,32.32,54.01
2007-10-29,26.16,0.16,32.4,58.11
2007-10-30,25.8,0.16,32.64,57.6
2007-10-31,26.66,0.16,33.0,55.85
2007-11-01,27.42,0.15,32.36,55.43
2007-11-02,27.94,0.16,32.16,57.33
2007-11-05,27.59,0.17,31.35,55.44
2007-11-06,27.46,0.15,31.87,55.85
2007-11-07,27.05,0.16,31.47,57.56
2007-11-08,26.72,0.15,30.53,58.07
2007-11-09,25.66,0.16,29.4,57.08
2007-11-12,25.01,0.15,28.71,58.32
2007-11-13,25.26,0.15,29.11,50.91
2007-11-14,26.07,0.15,29.93,56.74
2007-11-15,25.42,0.16,29.16,54.78
2007-11-16,25.5,0.16,28.34,50.88
2007-11-19,25.57,0.14,27.5,52.24
2007-11-20,25.78,0.14,27.23,49.97
2007-11-21,25.91,0.14,27.06,49.28
2007-11-23,25.88,0.17,27.56,49.38
2007-11-26,25.67,0.15,27.75,50.95
2007-11-27,25.05,0.16,27.8,51.13
2007-11-28,25.14,0.16,28.42,53.39
2007-11-29,25.29,0.16,28.48,56.75
2007-11-30,25.54,0.16,29.24,58.2
2007-12-03,25.23,0.16,28.45,57.61
2007-12-04,24.66,0.16,27.99,59.52
2007-12-05,24.96,0.16,28.48,59.61
2007-12-06,25.8,0.15,29.01,62.1
2007-12-07,26.06,0.14,29.57,64.07
2007-12-10,26.09,0.16,29.7,66.16
2007-12-11,26.15,0.16,29.74,69.06
2007-12-12,26.06,0.14,29.81,69.57
2007-12-13,25.97,0.14,29.2,67.68
2007-12-14,26.4,0.14,28.81,68.62
2007-12-17,26.38,0.12,28.12,67.76
2007-12-18,26.09,0.13,28.46,70.24
2007-12-19,26.12,0.12,27.82,69.18
2007-12-20,26.58,0.14,27.75,67.79
2007-12-21,27.04,0.14,28.11,75.7
2007-12-24,27.21,0.14,28.18,73.82
2007-12-26,27.42,0.14,28.49,75.98
2007-12-27,27.37,0.14,29.01,77.3
2007-12-28,27.19,0.15,29.09,79.4
2007-12-31,27.04,0.16,28.76,78.24
2008-01-02,26.95,0.17,28.83,78.63
2008-01-03,26.52,0.14,28.07,79.34
2008-01-04,26.5,0.15,27.96,78.85
2008-01-07,26.02,0.16,27.6,79.06
2008-01-08,26.14,0.15,27.89,77.72
2008-01-09,25.12,0.14,27.6,75.69
2008-01-10,25.87,0.14,27.73,72.26
2008-01-11,25.71,0.14,28.38,75.91
2008-01-14,25.95,0.14,28.98,84.15
2008-01-15,25.63,0.14,28.6,88.37
2008-01-16,25.17,0.14,27.68,79.71
2008-01-17,25.26,0.14,27.39,73.04
2008-01-18,24.97,0.12,25.76,68.0
2008-01-22,23.75,0.12,22.65,59.06
2008-01-23,23.71,0.13,22.6,63.54
2008-01-24,24.36,0.13,24.92,71.64
2008-01-25,26.28,0.13,25.07,79.04
2008-01-28,24.87,0.13,23.73,73.99
2008-01-29,24.74,0.13,24.63,77.82
2008-01-30,24.52,0.13,24.4,75.75
2008-01-31,24.03,0.12,23.22,70.65
2008-02-01,23.39,0.12,24.56,75.38
2008-02-04,22.96,0.12,24.53,77.53
2008-02-05,22.52,0.13,23.55,80.86
2008-02-06,22.05,0.13,22.96,76.81
2008-02-07,21.34,0.12,22.65,74.75
2008-02-08,21.3,0.12,22.22,78.22
2008-02-11,21.48,0.12,21.82,80.25
2008-02-12,21.41,0.12,21.96,83.64
2008-02-13,21.55,0.12,22.88,84.58
2008-02-14,21.75,0.12,22.29,83.24
2008-02-15,21.32,0.11,22.05,84.09
2008-02-19,21.77,0.12,24.15,87.06
2008-02-20,21.28,0.12,24.23,89.44
2008-02-21,21.64,0.1,25.12,94.88
2008-02-22,21.35,0.11,25.29,91.25
2008-02-25,20.9,0.11,25.5,89.92
2008-02-26,20.97,0.12,26.2,95.78
2008-02-27,21.31,0.12,25.98,92.45
2008-02-28,21.18,0.13,25.5,92.41
2008-02-29,20.93,0.12,25.14,92.62
2008-03-03,20.59,0.13,24.56,90.36
2008-03-04,20.43,0.13,24.41,91.2
2008-03-05,20.98,0.12,24.73,89.89
2008-03-06,21.21,0.14,24.26,91.19
2008-03-07,20.67,0.12,23.44,89.63
2008-03-10,21.04,0.12,24.05,84.77
2008-03-11,21.47,0.12,24.68,81.75
2008-03-12,22.25,0.12,25.53,88.3
2008-03-13,21.58,0.12,24.67,83.71
2008-03-14,21.71,0.12,25.12,91.38
2008-03-17,20.64,0.12,23.5,84.05
2008-03-18,21.67,0.12,24.73,87.04
2008-03-19,22.21,0.12,25.63,88.93
2008-03-20,21.73,0.12,25.01,78.83
2008-03-24,22.17,0.12,26.43,78.37
2008-03-25,22.17,0.12,27.2,79.57
2008-03-26,21.95,0.11,26.85,80.33
2008-03-27,21.53,0.11,27.69,82.81
2008-03-28,21.34,0.11,27.48,88.09
2008-03-31,21.08,0.11,27.43,85.64
2008-04-01,21.8,0.1,28.28,84.81
2008-04-02,22.35,0.1,29.48,81.05
2008-04-03,21.92,0.12,28.99,82.37
2008-04-04,22.02,0.1,29.75,92.97
2008-04-07,22.34,0.1,29.85,98.15
2008-04-08,21.88,0.1,29.67,95.94
2008-04-09,21.71,0.1,29.35,100.0
2008-04-10,21.8,0.1,28.53,98.92
2008-04-11,21.83,0.1,28.27,99.38
2008-04-14,21.35,0.1,28.09,101.23
2008-04-15,21.26,0.12,28.34,105.09
2008-04-16,21.6,0.1,28.91,108.75
2008-04-17,22.01,0.1,29.05,112.51
2008-04-18,22.69,0.1,29.93,108.94
2008-04-21,22.82,0.11,29.67,112.49
2008-04-22,23.16,0.1,28.89,116.23
2008-04-23,23.02,0.1,28.46,115.71
2008-04-24,23.91,0.1,28.33,109.52
2008-04-25,22.72,0.1,28.62,101.96
2008-04-28,22.53,0.1,29.22,106.06
2008-04-29,21.77,0.09,28.81,98.78
2008-04-30,21.73,0.09,29.05,97.78
2008-05-01,21.55,0.09,29.09,99.02
2008-05-02,22.37,0.09,29.74,101.77
2008-05-05,22.63,0.09,29.56,104.11
2008-05-06,21.92,0.09,29.23,103.16
2008-05-07,22.45,0.09,29.61,104.93
2008-05-08,22.14,0.09,29.08,103.23
2008-05-09,22.08,0.09,28.67,103.55
2008-05-12,22.23,0.09,29.08,104.31
2008-05-13,22.76,0.1,29.16,104.3
2008-05-14,22.68,0.12,29.87,102.63
2008-05-15,22.75,0.13,30.55,104.03
2008-05-16,23.12,0.14,30.5,106.53
2008-05-19,22.66,0.15,30.29,107.46
2008-05-20,22.23,0.16,30.39,101.75
2008-05-21,21.86,0.14,29.9,104.61
2008-05-22,21.46,0.14,29.35,99.33
2008-05-23,21.44,0.14,29.29,99.39
2008-05-27,21.33,0.14,28.63,97.71
2008-05-28,21.67,0.14,29.22,95.28
2008-05-29,21.41,0.14,28.48,100.98
2008-05-30,21.53,0.14,29.25,101.3
2008-06-02,21.43,0.15,28.66,102.79
2008-06-03,21.18,0.15,28.31,104.6
2008-06-04,20.7,0.15,28.1,108.0
2008-06-05,21.03,0.14,28.77,106.9
2008-06-06,21.24,0.15,28.22,109.62
2008-06-09,20.98,0.15,27.47,113.62
2008-06-10,20.76,0.15,26.75,114.17
2008-06-11,21.13,0.16,26.56,120.21
2008-06-12,20.79,0.16,26.65,123.61
2008-06-13,21.72,0.15,26.74,121.71
2008-06-16,22.02,0.16,26.95,128.09
2008-06-17,22.04,0.16,27.57,126.7
2008-06-18,21.66,0.15,26.61,132.65
2008-06-19,21.66,0.15,26.32,133.61
2008-06-20,21.93,0.14,25.53,124.58
2008-06-23,21.47,0.14,25.28,126.58
2008-06-24,21.19,0.15,25.27,123.07
2008-06-25,21.1,0.15,25.91,115.93
2008-06-26,21.27,0.15,24.92,119.1
2008-06-27,21.0,0.15,24.62,115.75
2008-06-30,21.04,0.15,24.18,121.63
2008-07-01,20.69,0.16,23.55,117.57
2008-07-02,20.41,0.15,24.36,117.37
2008-07-03,19.71,0.15,24.78,105.5
2008-07-07,19.81,0.16,24.17,110.65
2008-07-08,19.68,0.15,23.65,103.49
2008-07-09,19.57,0.14,24.83,109.71
2008-07-10,19.12,0.14,24.21,114.19
2008-07-11,19.09,0.14,23.46,114.21
2008-07-14,19.33,0.14,23.76,118.73
2008-07-15,18.92,0.16,22.48,118.36
2008-07-16,19.83,0.14,22.21,113.72
2008-07-17,20.93,0.15,24.04,113.61
2008-07-18,20.0,0.17,24.82,103.71
2008-07-21,19.47,0.18,26.08,105.9
2008-07-22,19.38,0.18,25.1,112.93
2008-07-23,19.62,0.17,26.29,109.98
2008-07-24,19.8,0.17,26.43,102.7
2008-07-25,19.46,0.17,24.9,98.61
2008-07-28,19.77,0.16,24.94,102.16
2008-07-29,19.36,0.16,24.25,97.26
2008-07-30,19.88,0.16,24.82,102.26
2008-07-31,19.61,0.16,24.95,108.09
2008-08-01,19.67,0.16,25.33,105.38
2008-08-04,19.27,0.16,25.28,99.64
2008-08-05,19.46,0.16,25.93,88.36
2008-08-06,20.28,0.17,26.2,91.62
2008-08-07,20.41,0.15,26.07,94.57
2008-08-08,20.75,0.14,25.07,88.2
2008-08-11,21.14,0.14,25.82,84.84
2008-08-12,21.08,0.14,26.17,78.16
2008-08-13,21.3,0.16,25.9,81.56
2008-08-14,21.11,0.15,25.41,86.01
2008-08-15,21.23,0.14,25.56,83.83
2008-08-18,21.08,0.14,25.67,82.41
2008-08-19,20.98,0.16,24.5,80.45
2008-08-20,20.98,0.16,24.05,86.64
2008-08-21,20.64,0.15,23.85,90.18
2008-08-22,20.74,0.15,24.47,87.66
2008-08-25,21.03,0.16,24.51,89.56
2008-08-26,21.01,0.16,23.87,88.92
2008-08-27,20.83,0.16,24.12,88.63
2008-08-28,21.03,0.16,24.83,90.6
2008-08-29,21.09,0.16,24.88,88.4
2008-09-02,21.08,0.16,25.33,84.75
2008-09-03,20.57,0.16,24.91,79.95
2008-09-04,20.37,0.16,24.47,75.8
2008-09-05,19.83,0.14,23.41,72.95
2008-09-08,19.97,0.14,24.61,80.71
2008-09-09,19.96,0.14,24.47,69.32
2008-09-10,20.2,0.14,24.21,64.1
2008-09-11,19.88,0.12,22.79,65.28
2008-09-12,20.68,0.12,23.54,71.65
2008-09-15,20.51,0.12,22.44,71.25
2008-09-16,19.88,0.11,19.62,65.0
2008-09-17,19.6,0.1,20.02,71.84
2008-09-18,18.89,0.1,19.67,70.01
2008-09-19,20.09,0.1,22.41,73.95
2008-09-22,19.97,0.1,23.5,78.89
2008-09-23,19.55,0.1,21.7,77.25
2008-09-24,19.49,0.1,21.03,72.35
2008-09-25,19.67,0.1,20.67,69.8
2008-09-26,19.94,0.12,20.74,65.87
2008-09-29,20.52,0.09,18.05,58.81
2008-09-30,19.63,0.09,16.36,54.46
2008-10-01,20.1,0.09,17.04,57.49
2008-10-02,19.94,0.08,18.16,43.22
2008-10-03,20.09,0.09,18.58,34.47
2008-10-06,19.53,0.07,17.31,31.23
2008-10-07,19.03,0.06,16.37,32.69
2008-10-08,17.45,0.04,14.6,26.31
2008-10-09,18.11,0.04,14.05,31.69
2008-10-10,16.6,0.05,11.68,27.82
2008-10-13,17.41,0.06,13.27,33.08
2008-10-14,19.53,0.05,15.33,38.38
2008-10-15,18.12,0.05,13.43,30.8
2008-10-16,17.48,0.05,11.79,29.48
2008-10-17,17.96,0.05,8.31,25.72
2008-10-20,18.44,0.05,9.59,29.85
